url,artist,name,artist_pop,track_pop,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,bpm,time_signature,duration_ms,app,release_date,image,songplay,C1,M1,K1,mode,key,camelot,
spotify:track:3dYD57lRAUcMHufyqn9GcI,Hozier,Take Me To Church,77,75,0.566,0.664,-5.303,0.0464,0.634,0,0.116,0.437,128.945,4,241688,spotify,7/20/2014,https://i.scdn.co/image/ab67616d0000b2737a9bf5f82e32d33d4503fe7b,https://p.scdn.co/mp3-preview/88f4fc892ac1521eff9fc297a4d3e47c02b1d28e?cid=774b29d4f13844c495f206cafdad9c86,4A,0,4,5,A,5A,
spotify:track:4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Heather,79,86,0.357,0.425,-7.301,0.0333,0.584,0,0.322,0.27,102.078,3,198040,spotify,3/20/2020,https://i.scdn.co/image/ab67616d0000b27388e3cda6d29b2552d4d6bc43,https://p.scdn.co/mp3-preview/7d24cdc58ddeec20618f39c080d68954af69b916?cid=774b29d4f13844c495f206cafdad9c86,5B,1,5,6,B,6B,
spotify:track:7iL6o9tox1zgHpKUfh9vuC,50 Cent,In Da Club,82,75,0.899,0.713,-2.752,0.366,0.255,0,0.0708,0.777,90.051,4,193467,spotify,2/6/2003,https://i.scdn.co/image/ab67616d0000b273d843fabb75fef14010e30cae,https://p.scdn.co/mp3-preview/91d3abbce4ea8c8809aca213a7aea87991ad4280?cid=774b29d4f13844c495f206cafdad9c86,6A,0,6,7,A,7A,
spotify:track:5719MEdRQcH4c3phXqX7WN,"Hugo & Guilherme, Marília Mendonça",Mal Feito - Ao Vivo,78,79,0.732,0.831,-3.791,0.0691,0.554,0,0.903,0.684,123.942,4,177935,spotify,1/14/2022,https://i.scdn.co/image/ab67616d0000b273054b558d57a72b90f3fb6daf,https://p.scdn.co/mp3-preview/7f862021261790499600b6872f1b062772f7377d?cid=774b29d4f13844c495f206cafdad9c86,0A,0,0,1,A,1A,
spotify:track:4UPQiDmYScn2C6S2C2WATY,Pharrell Williams,Just a Cloud Away,79,67,0.888,0.459,-8.154,0.0357,0.426,0,0.11,0.704,112.56,3,176078,spotify,6/18/2013,https://i.scdn.co/image/ab67616d0000b2737d15f4754a70b55dac6cd56e,https://p.scdn.co/mp3-preview/bb4c21b14e96ecfaf6ab96123c20fbac344fadd2?cid=774b29d4f13844c495f206cafdad9c86,2B,1,2,3,B,3B,
spotify:track:4UG2Fm0E98LhE2dlNxiAXx,JVKE,this is what falling in love feels like,78,80,0.424,0.438,-5.53,0.0553,0.617,0,0.0837,0.325,128.983,5,120308,spotify,9/3/2021,https://i.scdn.co/image/ab67616d0000b2737bc333ff94bcb174a817e346,,11B,1,11,12,B,12B,
spotify:track:2N8m6CYs74qQO4mjVcXO30,Tones And I,Dance Monkey,70,75,0.824,0.587,-6.401,0.0937,0.69,0.0001,0.149,0.514,98.029,4,209438,spotify,7/16/2021,https://i.scdn.co/image/ab67616d0000b2738e8197111f9d57793a5e7eff,https://p.scdn.co/mp3-preview/967d568660220c5fd3089afed1379b8ace61c2c1?cid=774b29d4f13844c495f206cafdad9c86,6A,0,6,7,A,7A,
spotify:track:2tGvwE8GcFKwNdAXMnlbfl,Olivia Rodrigo,happier,83,84,0.395,0.443,-9.72,0.133,0.765,0.00000967,0.0839,0.338,168.924,3,175933,spotify,5/21/2021,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,https://p.scdn.co/mp3-preview/1519f068b8a9cc3b8caa86c3e19809b37eb2d83b?cid=774b29d4f13844c495f206cafdad9c86,6B,1,6,7,B,7B,
spotify:track:2ZRo7axmMPeSVUvDbGkJah,XXXTENTACION,Hope,86,85,0.592,0.457,-6.081,0.0603,0.661,0.0003,0.146,0.225,146.04,4,110886,spotify,3/16/2018,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c,https://p.scdn.co/mp3-preview/3d959b4c958bc17788c9d7fdab13057e5049c8c4?cid=774b29d4f13844c495f206cafdad9c86,9A,0,9,10,A,10A,
spotify:track:5W1qmxHrMlQGGAiFA3ZQqP,"Dímelo Flow, Dalex, Sech, Justin Quiles, Arcangel, De La Ghetto, Lenny Tavárez",Se Le Ve,69,73,0.562,0.755,-4.367,0.112,0.0967,0,0.143,0.609,83.997,4,277693,spotify,8/12/2021,https://i.scdn.co/image/ab67616d0000b273aefdd63fcad5e45c8475a39a,https://p.scdn.co/mp3-preview/e8d357710c2b1ea922723ef63dd0bced7b2a0d14?cid=774b29d4f13844c495f206cafdad9c86,7A,0,7,8,A,8A,
spotify:track:07MDkzWARZaLEdKxo6yArG,"THE ANXIETY, WILLOW, Tyler Cole",Meet Me At Our Spot,62,79,0.773,0.47,-7.93,0.0299,0.0153,0.0002,0.0851,0.399,94.995,4,162680,spotify,3/13/2020,https://i.scdn.co/image/ab67616d0000b273024ea7e883a713a3ad552a71,https://p.scdn.co/mp3-preview/2c33a1650a15267b8d3fe052d5ec950574d69afe?cid=774b29d4f13844c495f206cafdad9c86,2B,1,2,3,B,3B,
spotify:track:0nrRP2bk19rLc0orkWPQk2,Avicii,Wake Me Up,79,84,0.532,0.783,-5.697,0.0523,0.0038,0.0012,0.161,0.643,124.08,4,247427,spotify,1/1/2013,https://i.scdn.co/image/ab67616d0000b273e14f11f796cef9f9a82691a7,https://p.scdn.co/mp3-preview/2571fb0455aff62bfbee58581dd4ce4414ec0b3a?cid=774b29d4f13844c495f206cafdad9c86,2B,1,2,3,B,3B,
spotify:track:2dG9k8jtnkjzJjUToz9i9i,"Bizarrap, Residente","Residente: Bzrp Music Sessions, Vol. 49",84,69,0.586,0.74,-2.997,0.404,0.555,0,0.11,0.697,71.378,3,519289,spotify,3/3/2022,https://i.scdn.co/image/ab67616d0000b273c6326f8b17d5c72a8e3a88e4,https://p.scdn.co/mp3-preview/ae4d9af98811dbcd9b7359f75b73bbbd17d5a39c?cid=774b29d4f13844c495f206cafdad9c86,1A,0,1,2,A,2A,
spotify:track:4gvrJnKCKIPiacNsWVQwEU,"CKay, Dj Yo!, AX'EL",love nwantiti (feat. Dj Yo! & AX'EL) - Remix,72,79,0.579,0.596,-4.823,0.0561,0.436,0.0938,0.0549,0.443,119.9,3,188369,spotify,9/9/2021,https://i.scdn.co/image/ab67616d0000b27339bb326b58346f99b8692745,https://p.scdn.co/mp3-preview/165d7571df628c2c9ddf35cc4f21d0d86842c081?cid=774b29d4f13844c495f206cafdad9c86,8B,1,8,9,B,9B,
spotify:track:3vySEUpD0tc801F2WZDLYw,"Tyga, Doja Cat",Freaky Deaky,78,74,0.799,0.653,-5.453,0.037,0.019,0,0.0935,0.236,104.019,4,215281,spotify,2/25/2022,https://i.scdn.co/image/ab67616d0000b2739d272936b9368c8d7fd2e6ef,https://p.scdn.co/mp3-preview/6fbcfc734947de72bd6e2d50f8d2cd2db99bd0bb?cid=774b29d4f13844c495f206cafdad9c86,2A,0,2,3,A,3A,
spotify:track:29m79w9xPMH4YCD6r8JSmV,"AP Dhillon, Gurinder Gill, Intense",Excuses,77,81,0.837,0.717,-7.749,0.0822,0.0842,0,0.149,0.494,94.984,4,176233,spotify,7/24/2020,https://i.scdn.co/image/ab67616d0000b2735b74e703d6ffb2ea16860c86,https://p.scdn.co/mp3-preview/18e50eaa91327faa4e8f077319f06cb15580cbf2?cid=774b29d4f13844c495f206cafdad9c86,5A,0,5,6,A,6A,
spotify:track:48q0vSHcJdhK3IiXH8C5WJ,Arctic Monkeys,Why'd You Only Call Me When You're High?,87,87,0.691,0.631,-6.478,0.0368,0.0483,0,0.104,0.8,92.004,4,161124,spotify,1/1/2013,https://i.scdn.co/image/ab67616d0000b2730acf7f2eefe5bd36efbc26b4,,2B,1,2,3,B,3B,
spotify:track:285pBltuF7vW8TeWk8hdRR,Juice WRLD,Lucid Dreams,88,84,0.511,0.566,-7.23,0.2,0.349,0,0.34,0.218,83.903,4,239836,spotify,12/10/2018,https://i.scdn.co/image/ab67616d0000b273f7db43292a6a99b21b51d5b4,https://p.scdn.co/mp3-preview/c9a36171aac7a51ca638fcde5c56d13160f8a812?cid=774b29d4f13844c495f206cafdad9c86,6A,0,6,7,A,7A,
spotify:track:2vXKRlJBXyOcvZYTdNeckS,"Gesaffelstein, The Weeknd",Lost in the Fire (feat. The Weeknd),74,84,0.658,0.671,-12.21,0.0363,0.0933,0.0009,0.115,0.166,100.966,4,202093,spotify,3/8/2019,https://i.scdn.co/image/ab67616d0000b273011a2f51fe757fafe13a0c2e,https://p.scdn.co/mp3-preview/b9ef7214697746e1344b2d85789a80c54f0dfd50?cid=774b29d4f13844c495f206cafdad9c86,2B,1,2,3,B,3B,
spotify:track:4kXxEhuatrvwrTQycA7s9B,ROSALÍA,BIZCOCHITO,84,80,0.93,0.774,-4.203,0.0744,0.605,0.0238,0.12,0.781,116.972,4,109120,spotify,3/18/2022,https://i.scdn.co/image/ab67616d0000b2730c179967a265de0fc76382fe,https://p.scdn.co/mp3-preview/be2adcae4631253baaead50f61cdbb427a4548eb?cid=774b29d4f13844c495f206cafdad9c86,1B,1,1,2,B,2B,
spotify:track:7FIWs0pqAYbP91WWM0vlTQ,"Eminem, Juice WRLD",Godzilla (feat. Juice WRLD),90,82,0.808,0.745,-5.26,0.342,0.145,0,0.292,0.829,165.995,4,210800,spotify,1/17/2020,https://i.scdn.co/image/ab67616d0000b2732f44aec83b20e40f3baef73c,https://p.scdn.co/mp3-preview/4df847addb1c52d35c109d39648572a16c4d901f?cid=774b29d4f13844c495f206cafdad9c86,10A,0,10,11,A,11A,
spotify:track:22skzmqfdWrjJylampe0kt,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),72,82,0.633,0.927,-4.468,0.0839,0.0267,0,0.0986,0.88,146.097,4,258432,spotify,10/9/2012,https://i.scdn.co/image/ab67616d0000b2732a6b364528b128a4a17d100d,https://p.scdn.co/mp3-preview/b4835849f060453a60a529949b3b2a1febfb02bb?cid=774b29d4f13844c495f206cafdad9c86,2B,1,2,3,B,3B,
spotify:track:35mvY5S1H3J2QZyna3TFe0,Ariana Grande,positions,88,83,0.737,0.802,-4.771,0.0878,0.468,0,0.0931,0.682,144.015,4,172325,spotify,10/30/2020,https://i.scdn.co/image/ab67616d0000b2735ef878a782c987d38d82b605,https://p.scdn.co/mp3-preview/651f0402c22ebf353545396b35ffec207540c8dd?cid=774b29d4f13844c495f206cafdad9c86,0B,1,0,1,B,1B,
spotify:track:7BbaIYAdi3pg4MGl6PHwPv,Yeat,Monëy so big,79,78,0.693,0.575,-7.633,0.0906,0.121,0,0.104,0.353,138.016,4,160052,spotify,9/10/2021,https://i.scdn.co/image/ab67616d0000b273b20fdc3ee4c262693cfdf005,https://p.scdn.co/mp3-preview/aacc7f41d4703bcbe1fe6e2a4b27e20b8ac94dee?cid=774b29d4f13844c495f206cafdad9c86,2B,1,2,3,B,3B,
spotify:track:161DnLWsx1i3u1JT05lzqU,Bruno Mars,Talking to the Moon,86,81,0.498,0.59,-4.721,0.032,0.511,0,0.107,0.0784,145.867,4,217867,spotify,10/5/2010,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,https://p.scdn.co/mp3-preview/2e4ae8810692eba545c70878d504321a1017e708?cid=774b29d4f13844c495f206cafdad9c86,1A,0,1,2,A,2A,
spotify:track:4kroNlz8BTfswE4M0i3YCh,ROSALÍA,HENTAI,84,64,0.583,0.297,-11.273,0.406,0.879,0,0.127,0.291,124.279,3,162907,spotify,3/18/2022,https://i.scdn.co/image/ab67616d0000b2730c179967a265de0fc76382fe,https://p.scdn.co/mp3-preview/a8301b9d4f9d20ff4d037f5359c7771fa8f3b187?cid=774b29d4f13844c495f206cafdad9c86,7A,0,7,8,A,8A,
spotify:track:5lAnYvAIkSDNXqfo7DyFUm,Doja Cat,Ain't Shit,86,78,0.855,0.488,-4.601,0.208,0.506,0,0.347,0.619,124.097,4,174253,spotify,6/25/2021,https://i.scdn.co/image/ab67616d0000b2734df3245f26298a1579ecc321,https://p.scdn.co/mp3-preview/24fc6bac0f95a95e246edf797ff1c92904c37e41?cid=774b29d4f13844c495f206cafdad9c86,3B,1,3,4,B,4B,
spotify:track:02VBYrHfVwfEWXk5DXyf0T,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,86,83,0.586,0.616,-7.964,0.0324,0.182,0,0.0927,0.719,148.088,4,242096,spotify,11/11/2021,https://i.scdn.co/image/ab67616d0000b273fcf75ead8a32ac0020d2ce86,https://p.scdn.co/mp3-preview/6e905ca8273bd2c5464c35d0ce10da306a86b11b?cid=774b29d4f13844c495f206cafdad9c86,5B,1,5,6,B,6B,
spotify:track:0IGUXY4JbK18bu9oD4mPIm,(G)I-DLE,TOMBOY,75,84,0.755,0.87,-2.414,0.0936,0.0099,0,0.0917,0.645,124.032,4,174387,spotify,3/14/2022,https://i.scdn.co/image/ab67616d0000b273c7b6b2976e38a802eebff046,https://p.scdn.co/mp3-preview/546bb291abe6b5470a6922d6b0db5be23bcf550e?cid=774b29d4f13844c495f206cafdad9c86,1A,0,1,2,A,2A,
spotify:track:6RUKPb4LETWmmr3iAEQktW,"The Chainsmokers, Coldplay",Something Just Like This,79,79,0.617,0.635,-6.769,0.0317,0.0498,0,0.164,0.446,103.019,4,247160,spotify,4/7/2017,https://i.scdn.co/image/ab67616d0000b2730c13d3d5a503c84fcc60ae94,https://p.scdn.co/mp3-preview/670e79b0cfebfdfbb0dabaafe1566d3c4fba964f?cid=774b29d4f13844c495f206cafdad9c86,11A,0,11,12,A,12A,
spotify:track:2USlegnFJLrVLpoVfPimKB,"Gabry Ponte, LUM!X, Prezioso",Thunder,72,79,0.67,0.896,-4.673,0.058,0.0342,0,0.344,0.403,101.216,3,160000,spotify,5/7/2021,https://i.scdn.co/image/ab67616d0000b273fd13588a958fbd23d5524e1b,https://p.scdn.co/mp3-preview/4a1bd21a39b1e975d68a6d93d8a3fac606fc9de8?cid=774b29d4f13844c495f206cafdad9c86,1B,1,1,2,B,2B,
spotify:track:39LLxExYz6ewLAcYrzQQyP,Dua Lipa,Levitating,87,83,0.695,0.884,-2.278,0.0753,0.0561,0,0.213,0.914,103.014,4,203808,spotify,3/27/2020,https://i.scdn.co/image/ab67616d0000b273bd26ede1ae69327010d49946,https://p.scdn.co/mp3-preview/130e18a8f12e319b06032640c6b75e3881719684?cid=774b29d4f13844c495f206cafdad9c86,6A,0,6,7,A,7A,
spotify:track:3rq5w4bQGigXOfdN30ATJt,Arctic Monkeys,Do I Wanna Know?,87,87,0.548,0.532,-7.596,0.0323,0.186,0.0003,0.217,0.405,85.03,4,272394,spotify,1/1/2013,https://i.scdn.co/image/ab67616d0000b2730acf7f2eefe5bd36efbc26b4,,5B,1,5,6,B,6B,
spotify:track:53RxHysDJ0cjugMcPymwja,Luan Santana,ABALO EMOCIONAL - Ao Vivo,74,74,0.441,0.915,-4.096,0.112,0.306,0,0.252,0.726,185.936,4,153226,spotify,2/3/2022,https://i.scdn.co/image/ab67616d0000b2736235e4bb416ff844549030a7,https://p.scdn.co/mp3-preview/9c359a7be6b77f965898e8fe113748cba7047e67?cid=774b29d4f13844c495f206cafdad9c86,3A,0,3,4,A,4A,
spotify:track:6v3KW9xbzN5yKLt9YKDYA2,"Shawn Mendes, Camila Cabello",Señorita,83,80,0.759,0.548,-6.049,0.029,0.0392,0,0.0828,0.749,116.967,4,190800,spotify,6/19/2019,https://i.scdn.co/image/ab67616d0000b273c820f033bd82bef4355d1563,https://p.scdn.co/mp3-preview/b0722b0a61b0d2074ffd3b117c2f67eecf6ee4a5?cid=774b29d4f13844c495f206cafdad9c86,9A,0,9,10,A,10A,
spotify:track:3UmaczJpikHgJFyBTAJVoz,"Eminem, Dido",Stan,90,84,0.78,0.768,-4.325,0.238,0.0371,0.00000234,0.518,0.507,80.063,4,404107,spotify,5/23/2000,https://i.scdn.co/image/ab67616d0000b273dbb3dd82da45b7d7f31b1b42,https://p.scdn.co/mp3-preview/a3bd6680dc75d619601e772f8ab9a6417b1ac824?cid=774b29d4f13844c495f206cafdad9c86,6A,0,6,7,A,7A,
spotify:track:2gMXnyrvIjhVBUZwvLZDMP,Lewis Capaldi,Before You Go,80,83,0.459,0.575,-4.858,0.0573,0.604,0,0.0885,0.183,111.881,4,215107,spotify,11/22/2019,https://i.scdn.co/image/ab67616d0000b2737b9639babbe96e25071ec1d4,https://p.scdn.co/mp3-preview/304217fc26eb1dacd83a511238c7b0c2192052b1?cid=774b29d4f13844c495f206cafdad9c86,3B,1,3,4,B,4B,
spotify:track:7H0ya83CMmgFcOhw0UB6ow,Beach House,Space Song,71,79,0.508,0.792,-7.311,0.0297,0.229,0.124,0.145,0.601,147.067,4,320467,spotify,8/28/2015,https://i.scdn.co/image/ab67616d0000b2739b7190e673e46271b2754aab,https://p.scdn.co/mp3-preview/e4bfd2a3fd0f98bdb5a1b54e27e892c6d2dd76bd?cid=774b29d4f13844c495f206cafdad9c86,0A,0,0,1,A,1A,
spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go,79,85,0.358,0.557,-7.398,0.059,0.695,0,0.0902,0.494,85.043,4,211467,spotify,10/28/2016,https://i.scdn.co/image/ab67616d0000b27320beb61f61fcbeb33b10a9ab,https://p.scdn.co/mp3-preview/9480af44f6c7c9c8edd70d87aa74cbff5532f8ba?cid=774b29d4f13844c495f206cafdad9c86,10B,1,10,11,B,11B,
spotify:track:60ynsPSSKe6O3sfwRnIBRf,Doja Cat,Streets,86,82,0.749,0.463,-8.433,0.0842,0.21,0.0382,0.338,0.189,90.035,4,226987,spotify,11/7/2019,https://i.scdn.co/image/ab67616d0000b27382b243023b937fd579a35533,https://p.scdn.co/mp3-preview/1981f558e6a08cf5f2ea2723557c679ca66dfd8c?cid=774b29d4f13844c495f206cafdad9c86,11B,1,11,12,B,12B,
spotify:track:2tTmW7RDtMQtBk7m2rYeSw,"Bizarrap, Quevedo","Quevedo: Bzrp Music Sessions, Vol. 52",84,97,0.621,0.782,-5.548,0.044,0.0125,0.033,0.23,0.55,128.033,4,198938,spotify,7/6/2022,https://i.scdn.co/image/ab67616d0000b2731630dd349221a35ce03a0ccf,https://p.scdn.co/mp3-preview/2bbcf481555f012987ea9f5fd3f771a3f2710922?cid=774b29d4f13844c495f206cafdad9c86,2B,1,2,3,B,3B,
spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,89,97,0.52,0.731,-5.338,0.0557,0.342,0.001,0.311,0.662,173.93,4,167303,spotify,5/20/2022,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,https://p.scdn.co/mp3-preview/f0c2adc40766cd8c1ec3f2bc6e1cc293a77ba684?cid=774b29d4f13844c495f206cafdad9c86,6A,0,6,7,A,7A,
spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,"Bad Bunny, Chencho Corleone",Me Porto Bonito,97,95,0.911,0.712,-5.105,0.0817,0.0901,0,0.0933,0.425,92.005,4,178567,spotify,5/6/2022,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,https://p.scdn.co/mp3-preview/8513b15fb5b39966d8eccaa7b8c050c7a570e6e8?cid=774b29d4f13844c495f206cafdad9c86,1A,0,1,2,A,2A,
spotify:track:1IHWl5LamUGEuP4ozKQSXZ,Bad Bunny,Tití Me Preguntó,97,95,0.65,0.715,-5.198,0.253,0.0993,0.0003,0.126,0.187,106.672,4,243717,spotify,5/6/2022,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,https://p.scdn.co/mp3-preview/a174cca3a21422be508f4e108ea1c04114e42538?cid=774b29d4f13844c495f206cafdad9c86,5A,0,5,6,A,6A,
spotify:track:75FEaRjZTKLhTrFGsfMUXR,Kate Bush,Running Up That Hill (A Deal With God),73,82,0.629,0.547,-13.123,0.055,0.72,0.0031,0.0604,0.197,108.375,4,298933,spotify,1985,https://i.scdn.co/image/ab67616d0000b27396ab64f52273635308b6bf27,https://p.scdn.co/mp3-preview/9f110dbdde66d0a4f3151a67dab5b1b61d6770c1?cid=774b29d4f13844c495f206cafdad9c86,10A,0,10,11,A,11A,
spotify:track:5ildQOEKmJuWGl2vRkFdYc,ROSALÍA,DESPECHÁ,84,91,0.919,0.623,-6.521,0.0992,0.184,0,0.0609,0.775,130.037,4,157018,spotify,7/28/2022,https://i.scdn.co/image/ab67616d0000b2738f072024e0358fc5c62eba41,https://p.scdn.co/mp3-preview/c9bada701f6ef03ef67d5ae0e8ff8bde40499313?cid=774b29d4f13844c495f206cafdad9c86,7B,1,7,8,B,8B,
spotify:track:5Eax0qFko2dh7Rl2lYs3bx,Bad Bunny,Efecto,97,94,0.801,0.475,-8.797,0.0516,0.141,0,0.0639,0.234,98.047,4,213061,spotify,5/6/2022,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,https://p.scdn.co/mp3-preview/10a488c0e8056119b63f2d51e6507a6c1ac4235b?cid=774b29d4f13844c495f206cafdad9c86,7A,0,7,8,A,8A,
spotify:track:6xGruZOHLs39ZbVccQTuPZ,Joji,Glimpse of Us,86,91,0.44,0.317,-9.258,0.0531,0.891,0.00000478,0.141,0.268,169.914,3,233456,spotify,6/10/2022,https://i.scdn.co/image/ab67616d0000b27308596cc28b9f5b00bfe08ae7,https://p.scdn.co/mp3-preview/071c22f355ed0d03fdc176dcb25a487f5ffb661c?cid=774b29d4f13844c495f206cafdad9c86,8B,1,8,9,B,9B,
spotify:track:3k3NWokhRRkEPhCzPmV8TW,"Bad Bunny, Bomba Estéreo",Ojitos Lindos,97,93,0.647,0.686,-5.745,0.0413,0.08,0.00000134,0.528,0.268,79.928,4,258299,spotify,5/6/2022,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,https://p.scdn.co/mp3-preview/3cd0d6fb21cdca047df503d9df5bd617c08c04d8?cid=774b29d4f13844c495f206cafdad9c86,3A,0,3,4,A,4A,
spotify:track:4k6Uh1HXdhtusDW5y8Gbvy,Steve Lacy,Bad Habit,84,88,0.686,0.494,-7.093,0.0355,0.613,0.0001,0.402,0.7,168.946,4,232067,spotify,7/15/2022,https://i.scdn.co/image/ab67616d0000b27368968350c2550e36d96344ee,https://p.scdn.co/mp3-preview/b46cf3781e6cbe5bd01b8a81e333899c7f9cdfc5?cid=774b29d4f13844c495f206cafdad9c86,1B,1,1,2,B,2B,
spotify:track:6Xom58OOXk2SoU711L2IXO,Bad Bunny,Moscow Mule,97,91,0.804,0.674,-5.453,0.0333,0.294,0.00000118,0.115,0.292,99.968,4,245940,spotify,5/6/2022,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,https://p.scdn.co/mp3-preview/585736d2d4dba1eef13b6d63c54dd4c16a3275fb?cid=774b29d4f13844c495f206cafdad9c86,5A,0,5,6,A,6A,
spotify:track:5ww2BF9slyYgNOk37BlC4u,Manuel Turizo,La Bachata,84,97,0.835,0.679,-5.329,0.0364,0.583,0.00000198,0.218,0.85,124.98,4,162638,spotify,5/26/2022,https://i.scdn.co/image/ab67616d0000b273c9f744b0d62da795bc21d04a,https://p.scdn.co/mp3-preview/296da587969e145427d963bbe0680d9a25f61db8?cid=774b29d4f13844c495f206cafdad9c86,7A,0,7,8,A,8A,
spotify:track:7dSZ6zGTQx66c2GF91xCrb,KAROL G,PROVENZA,85,91,0.87,0.516,-8.006,0.0541,0.656,0.0082,0.11,0.53,111.005,4,210200,spotify,4/22/2022,https://i.scdn.co/image/ab67616d0000b273e70c454b8989f09d1e11ea92,https://p.scdn.co/mp3-preview/a65eedfa8edb5ee01cf75b6c027355aeb83838fb?cid=774b29d4f13844c495f206cafdad9c86,1B,1,1,2,B,2B,
spotify:track:0xzI1KAr0Yd9tv8jlIk3sn,"benny blanco, BTS, Snoop Dogg",Bad Decisions (with BTS & Snoop Dogg),73,84,0.762,0.861,-3.296,0.0955,0.0185,0,0.264,0.955,120.048,4,172714,spotify,8/5/2022,https://i.scdn.co/image/ab67616d0000b2738c47a33a55c6d23cc9d2cf3f,https://p.scdn.co/mp3-preview/9178d3738a2c4f7fe9e0559dbacefade95aa1620?cid=774b29d4f13844c495f206cafdad9c86,0B,1,0,1,B,1B,
spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,OneRepublic,I Ain't Worried,83,95,0.704,0.797,-5.927,0.0475,0.0826,0.0007,0.0546,0.825,139.994,4,148486,spotify,5/13/2022,https://i.scdn.co/image/ab67616d0000b273ec96e006b8bdfc582610ec13,https://p.scdn.co/mp3-preview/657ab16e3f9b2d47ffbb2bc969db17ffcfc9198c?cid=774b29d4f13844c495f206cafdad9c86,0B,1,0,1,B,1B,
spotify:track:0mBP9X2gPCuapvpZ7TGDk3,"Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),83,88,0.881,0.592,-4.898,0.0324,0.619,0,0.0901,0.719,101.058,4,154487,spotify,6/24/2022,https://i.scdn.co/image/ab67616d0000b2731c069c836dc6cd5b34c310fe,https://p.scdn.co/mp3-preview/7b872d741e9af03f02569b2f1f5b7e738c573d34?cid=774b29d4f13844c495f206cafdad9c86,2B,1,2,3,B,3B,
spotify:track:3LtpKP5abr2qqjunvjlX5i,Central Cee,Doja,79,89,0.911,0.573,-7.43,0.288,0.38,0,0.403,0.972,140.04,4,97393,spotify,7/21/2022,https://i.scdn.co/image/ab67616d0000b2733c7d945b6baf935e8a0ebdaa,https://p.scdn.co/mp3-preview/60ab803cd53b123a5c8968dfe6f63a7c2a979fa0?cid=774b29d4f13844c495f206cafdad9c86,6B,1,6,7,B,7B,
spotify:track:5pyoxDZ1PX0KxBxiRVxA4U,Beyoncé,BREAK MY SOUL,86,79,0.693,0.887,-5.039,0.0795,0.0581,0.00000271,0.27,0.864,114.942,4,278282,spotify,7/29/2022,https://i.scdn.co/image/ab67616d0000b2730e58a0f8308c1ad403d105e7,https://p.scdn.co/mp3-preview/40972ec0f310a3896db9e65afe18836f1d804caa?cid=774b29d4f13844c495f206cafdad9c86,1A,0,1,2,A,2A,
spotify:track:6HMtHNpW6YPi1hrw9tgF8P,Lizzo,About Damn Time,78,80,0.836,0.743,-6.305,0.0653,0.0974,0,0.335,0.723,108.965,4,191938,spotify,7/15/2022,https://i.scdn.co/image/ab67616d0000b273fe3b1b9cb7183a94e1aafd43,https://p.scdn.co/mp3-preview/d009565cdc3062deaee9fb82521a801aba1ad507?cid=774b29d4f13844c495f206cafdad9c86,10A,0,10,11,A,11A,
spotify:track:0g2Bbgy7P41pFjMWJuzsf4,"DJ Khaled, Drake, Lil Baby",STAYING ALIVE (feat. Drake & Lil Baby),78,79,0.718,0.461,-7.676,0.0797,0.068,0,0.283,0.181,129.953,4,178176,spotify,8/5/2022,https://i.scdn.co/image/ab67616d0000b273b690b30a50c94c6da49ba948,https://p.scdn.co/mp3-preview/2f3d0dcf24252bf34630f99086c61bd4779cbbc1?cid=774b29d4f13844c495f206cafdad9c86,4A,0,4,5,A,5A,
spotify:track:41oY4WCTj5kccfesTVFnvN,"Bad Bunny, Jhay Cortez",Tarot,97,89,0.795,0.684,-3.971,0.0419,0.0225,0,0.658,0.419,114.011,4,237895,spotify,5/6/2022,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,https://p.scdn.co/mp3-preview/db8db5f15768f239548f3499bdd12bfcc6ce063f?cid=774b29d4f13844c495f206cafdad9c86,11A,0,11,12,A,12A,
