url,artist,name,artist_pop,track_pop,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,bpm,time_signature,duration_ms,app,release_date,image,songplay,C1,M1,K1,mode,key,camelot,
,Boostereo,Right Here Waiting,52,0,0.639,0.704,-7.332,0.0352,0.0646,0,0.445,0.285,115.052,4,180522,tiktok,8/19/2022,https://i.scdn.co/image/ab67616d0000b273d0b64f63ecd0d9de64db57bc,https://p.scdn.co/mp3-preview/6be7b861b4c1edd66ec459d6bab4c127fa817e67?cid=774b29d4f13844c495f206cafdad9c86,10B,1,10,11,B,11B,
spotify:track:39Yp9wwQiSRIDOvrVg7mbk,THE SCOTTS,THE SCOTTS,58,76,0.716,0.537,-7.648,0.0514,0.233,0,0.157,0.28,129.979,4,165978,tiktok,4/24/2020,https://i.scdn.co/image/ab67616d0000b27311d6f8c713ef93a9bb64ddfe,https://p.scdn.co/mp3-preview/9c70bd609dc103c7c8732967565d73ac643d5549?cid=774b29d4f13844c495f206cafdad9c86,0A,0,0,1,A,1A,
spotify:track:5NzXcZ0Mcyne6s0nRIp4dP,Alex D'Rosso,Cool for the Summer,56,49,0.805,0.871,-5.716,0.286,0.177,7.5E-06,0.266,0.443,136.01,4,171696,tiktok,7/1/2022,https://i.scdn.co/image/ab67616d0000b2738e429d923ec4b627a9e7b807,https://p.scdn.co/mp3-preview/f77d8bccdfc723ecaefea4cb14b68179fa41e9c1?cid=774b29d4f13844c495f206cafdad9c86,6B,1,6,7,B,7B,
spotify:track:6Ngyk6TvmMeXqxlgdq0u9f,Lucas Estrada,Kiss Me,63,47,0.588,0.685,-8.08,0.0624,0.374,0.000155,0.581,0.122,107.938,4,146669,tiktok,1/15/2021,https://i.scdn.co/image/ab67616d0000b273cde0652c3bd038a8521b9bfd,https://p.scdn.co/mp3-preview/ddb491101b0734ca884814f68aa73e2e4d2023be?cid=774b29d4f13844c495f206cafdad9c86,8B,1,8,9,B,9B,
spotify:track:7mr8fzdLFpBwNCTAxTm5EE,Pia Baris,Red Flag,18,31,0.715,0.706,-5.804,0.383,0.326,0.000231,0.525,0.348,126.069,4,137431,tiktok,4/8/2022,https://i.scdn.co/image/ab67616d0000b273a0353a32e13a07caf98f16c7,https://p.scdn.co/mp3-preview/34d47357fd8a5da027d3d0064a219b576bd03d4a?cid=774b29d4f13844c495f206cafdad9c86,4A,0,4,5,A,5A,
spotify:track:7e0z0tMzCImhWAmKvDsmmj,JRL,One too Many Times,44,47,0.721,0.778,-6.53,0.0459,0.00262,7.29E-05,0.111,0.449,122.023,4,141636,tiktok,6/10/2022,https://i.scdn.co/image/ab67616d0000b273e36ae874b473f5cc7a478f06,https://p.scdn.co/mp3-preview/cb79ea8317e98f4fbbf96564ab416063b3a3fec6?cid=774b29d4f13844c495f206cafdad9c86,8A,0,8,9,A,9A,
spotify:track:6vzLbfskWigBsCzNdB0kfE,SAYGRACE,Boys Ain't Shit,58,64,0.826,0.615,-4.729,0.137,0.435,0.00631,0.334,0.841,102.999,4,175884,tiktok,10/18/2019,https://i.scdn.co/image/ab67616d0000b27353946ee8d348c9d12223ffee,https://p.scdn.co/mp3-preview/fe416aa153aa202fb0395bfd18d7d484e51c5edd?cid=774b29d4f13844c495f206cafdad9c86,1A,0,1,2,A,2A,
spotify:track:78qd8dvwea0Gosb6Fe6j3k,Doja Cat,Boss Bitch,88,78,0.707,0.955,-4.593,0.222,0.127,0,0.202,0.575,125.989,4,134240,tiktok,1/23/2020,https://i.scdn.co/image/ab67616d0000b27310356a0e81371e6644cb1371,https://p.scdn.co/mp3-preview/77e6ec26d96f3f07f8ddfece5a9c4426f46fa594?cid=774b29d4f13844c495f206cafdad9c86,10A,0,10,11,A,11A,
spotify:track:0gnjXewkjnBFnigDYdLK6p,Coopex,Only Girl,60,52,0.792,0.832,-4.406,0.0397,0.367,0.00164,0.198,0.186,127.983,4,146465,tiktok,9/17/2021,https://i.scdn.co/image/ab67616d0000b273be1c6cfc481f59589df67f78,https://p.scdn.co/mp3-preview/e9cdcb38df58f63202807bb646ab52484bc9b2f5?cid=774b29d4f13844c495f206cafdad9c86,11A,0,11,12,A,12A,
spotify:track:4Hpib09wXgD84w4uwTPnYD,Saweetie,Tap In,73,67,0.954,0.696,-7.117,0.204,0.00576,0.000498,0.0754,0.432,100.036,4,139413,tiktok,6/17/2020,https://i.scdn.co/image/ab67616d0000b273a2e401d7c502d86ae39e5278,https://p.scdn.co/mp3-preview/605599ec46c244be260de0f846698f41e5a1ecde?cid=774b29d4f13844c495f206cafdad9c86,10A,0,10,11,A,11A,
spotify:track:0B12MBErJXdJakVZlZKcNv,Gianni Blu,Forever,46,54,0.753,0.75,-4.314,0.0817,0.00421,3.47E-05,0.0775,0.266,124.998,4,167040,tiktok,11/20/2020,https://i.scdn.co/image/ab67616d0000b273eb0216b23d0288d62c1c2990,https://p.scdn.co/mp3-preview/629cc8134711351480093ea15ad0ab31f8f919b2?cid=774b29d4f13844c495f206cafdad9c86,11B,1,11,12,B,12B,
spotify:track:3uGarmTGPtgje96RJgKiMa,Cabuizee,Rather Be,40,46,0.706,0.895,-3.879,0.148,0.299,0,0.48,0.556,120.978,4,163884,tiktok,7/1/2022,https://i.scdn.co/image/ab67616d0000b27319cde774f292321c227d913f,https://p.scdn.co/mp3-preview/1a82bff5d5dd600d1143233566ee750e74249035?cid=774b29d4f13844c495f206cafdad9c86,8A,0,8,9,A,9A,
spotify:track:55CHeLEfn5iJ0IIkgaa4si,Megan Thee Stallion,Savage,82,70,0.843,0.741,-5.609,0.334,0.0252,0,0.096,0.68,168.983,4,155497,tiktok,3/6/2020,https://i.scdn.co/image/ab67616d0000b27320fbc17fcb9376bc76a1b510,https://p.scdn.co/mp3-preview/8dfbc9e1fa1c2aaac7e7226ab2c35e8db278590b?cid=774b29d4f13844c495f206cafdad9c86,11B,1,11,12,B,12B,
spotify:track:6wJYhPfqk3KGhHRG76WzOh,Lil Mosey,Blueberry Faygo,70,75,0.774,0.554,-7.909,0.0383,0.207,0,0.132,0.349,99.034,4,162547,tiktok,2/7/2020,https://i.scdn.co/image/ab67616d0000b273ab3f9995f4f3a83e0591c940,https://p.scdn.co/mp3-preview/f3f88963e9829945980bc14cdb78943f05eab73a?cid=774b29d4f13844c495f206cafdad9c86,0B,1,0,1,B,1B,
spotify:track:017PF4Q3l4DBUiWoXk4OWT,Dua Lipa,Break My Heart,88,78,0.73,0.729,-3.434,0.0884,0.167,1.39E-06,0.349,0.467,113.011,4,221820,tiktok,3/27/2020,https://i.scdn.co/image/ab67616d0000b273bd26ede1ae69327010d49946,https://p.scdn.co/mp3-preview/e1e63b8e31c4ab2d28dc988c5ec40d4084206b64?cid=774b29d4f13844c495f206cafdad9c86,4A,0,4,5,A,5A,
spotify:track:1HHmZe4jLzH5LLj3h6kvfK,Alex Alexander,On My Way,46,40,0.67,0.544,-5.506,0.0252,0.0429,0,0.0926,0.772,96.039,3,200840,tiktok,10/22/2021,https://i.scdn.co/image/ab67616d0000b273d9e1f8488dee1ba29897f045,https://p.scdn.co/mp3-preview/7b39b9872ef00ed204a20ebea1faa9521af5ae67?cid=774b29d4f13844c495f206cafdad9c86,4B,1,4,5,B,5B,
spotify:track:3hWfKBt3n7j1xqIy6LA5ve,Vicetone,Astronomia,63,60,0.653,0.945,-2.634,0.096,0.00561,0.915,0.439,0.325,126.093,4,198095,tiktok,9/16/2016,https://i.scdn.co/image/ab67616d0000b27345c900291d08ed323fcd6309,https://p.scdn.co/mp3-preview/711c45481737ce1504d0308e5e689dd425ba2281?cid=774b29d4f13844c495f206cafdad9c86,5B,1,5,6,B,6B,
spotify:track:0nbXyq5TXYPCO7pr3N8S4I,Roddy Ricch,The Box,80,81,0.896,0.586,-6.687,0.0559,0.104,0,0.79,0.642,116.971,4,196653,tiktok,12/6/2019,https://i.scdn.co/image/ab67616d0000b273600adbc750285ea1a8da249f,https://p.scdn.co/mp3-preview/efbcc9db8f3ad5b8fc9b379bbf93f991e47c7358?cid=774b29d4f13844c495f206cafdad9c86,10A,0,10,11,A,11A,
spotify:track:5RfwQJo4NXkkKrRRU6MQAB,LeXxìv,What's up?,32,43,0.641,0.597,-7.06,0.033,0.000399,0,0.367,0.394,120.06,4,186000,tiktok,2/25/2022,https://i.scdn.co/image/ab67616d0000b27367663129b2491a96483205a1,https://p.scdn.co/mp3-preview/ed5276184a502f4fb64fff07a8b72e9da8fb7f6c?cid=774b29d4f13844c495f206cafdad9c86,9B,1,9,10,B,10B,
spotify:track:4nK5YrxbMGZstTLbvj6Gxw,BENEE,Supalonely,67,72,0.863,0.631,-4.689,0.0534,0.305,3.04E-05,0.123,0.817,128.977,4,223480,tiktok,11/15/2019,https://i.scdn.co/image/ab67616d0000b27382f4ec53c54bdd5be4eed4a0,https://p.scdn.co/mp3-preview/2282eee3d148bfb8c0d93ff1733cd92e0504d126?cid=774b29d4f13844c495f206cafdad9c86,7B,1,7,8,B,8B,
spotify:track:127QTOFJsJQp5LbJbu3A1y,Drake,Toosie Slide,95,69,0.83,0.49,-8.82,0.209,0.289,3.04E-06,0.113,0.845,81.604,4,247059,tiktok,4/3/2020,https://i.scdn.co/image/ab67616d0000b2736443676b54522a86f6323e65,https://p.scdn.co/mp3-preview/702dcad1e6fb295dbd72878b7c751b485e548d75?cid=774b29d4f13844c495f206cafdad9c86,1A,0,1,2,A,2A,
spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,Dua Lipa,Don't Start Now,88,79,0.794,0.793,-4.521,0.0842,0.0125,0,0.0952,0.677,123.941,4,183290,tiktok,10/31/2019,https://i.scdn.co/image/ab67616d0000b2738583df1a14bea9175f9ac520,https://p.scdn.co/mp3-preview/e99d9e2e3c847f30660855e1c484341557dcfac6?cid=774b29d4f13844c495f206cafdad9c86,11A,0,11,12,A,12A,
spotify:track:3Z8FwOEN59mRMxDCtb8N0A,Marshmello,Be Kind (with Halsey),83,77,0.63,0.633,-7.088,0.0457,0.00776,0,0.0541,0.452,93.995,4,172762,tiktok,5/1/2020,https://i.scdn.co/image/ab67616d0000b273fdf2e993e10e67396b3bf759,https://p.scdn.co/mp3-preview/c5bc70a32ffdde76560f5f6be10099d7f80fe904?cid=774b29d4f13844c495f206cafdad9c86,4B,1,4,5,B,5B,
spotify:track:4umIPjkehX1r7uhmGvXiSV,Justin Bieber,Intentions (feat. Quavo),90,77,0.806,0.546,-6.637,0.0575,0.3,0,0.102,0.874,147.986,4,212867,tiktok,2/14/2020,https://i.scdn.co/image/ab67616d0000b2737fe4a82a08c4f0decbeddbc6,https://p.scdn.co/mp3-preview/993e8baaee5b3bdb350b94818bd92ad868e8b8ad?cid=774b29d4f13844c495f206cafdad9c86,9B,1,9,10,B,10B,
spotify:track:73mOPiCJKPe4w8YiuBJ7wS,Xtinctor,Old Times,21,38,0.581,0.718,-5.631,0.0851,0.0195,0,0.075,0.149,92.992,4,184516,tiktok,6/10/2022,https://i.scdn.co/image/ab67616d0000b2732812d2f1eed148fe70fc29e0,https://p.scdn.co/mp3-preview/2d33053361015f0874bea5ed6b534fb703005d41?cid=774b29d4f13844c495f206cafdad9c86,1B,1,1,2,B,2B,
spotify:track:3lVFjNThz9yEdTPrI8HyEa,LANDR,"Hey, Soul Sister",41,41,0.642,0.725,-7.89,0.0571,0.192,0,0.153,0.134,105.101,4,196583,tiktok,4/9/2021,https://i.scdn.co/image/ab67616d0000b2735e12754359fdc58e9de3b02d,https://p.scdn.co/mp3-preview/af07fa05539558be3d267474655469ec094d4534?cid=774b29d4f13844c495f206cafdad9c86,11B,1,11,12,B,12B,
spotify:track:2UqYHXtJ0qLzd3fajJ7HSb,The Prince Karma,Later Bitches,50,49,0.769,0.518,-6.563,0.102,0.000573,0.108,0.342,0.504,121.116,4,247976,tiktok,5/25/2018,https://i.scdn.co/image/ab67616d0000b273d40c3b2ae0931b7da2121d9b,https://p.scdn.co/mp3-preview/e7dc28ec1161272849fa0e928f65a37f381e7697?cid=774b29d4f13844c495f206cafdad9c86,8B,1,8,9,B,9B,
spotify:track:5yY9lUy8nbvjM1Uyo1Uqoc,Future,Life Is Good (feat. Drake),87,77,0.676,0.609,-5.831,0.481,0.0706,0,0.152,0.508,142.037,4,237735,tiktok,1/10/2020,https://i.scdn.co/image/ab67616d0000b2738a01c7b77a34378a62f46402,https://p.scdn.co/mp3-preview/c5726e26726e1621138f51f3997c942615289177?cid=774b29d4f13844c495f206cafdad9c86,2A,0,2,3,A,3A,
spotify:track:1jaTQ3nqY3oAAYyCTbIvnM,Jack Harlow,WHATS POPPIN,84,4,0.923,0.604,-6.671,0.245,0.017,0,0.272,0.826,145.062,4,139741,tiktok,3/13/2020,https://i.scdn.co/image/ab67616d0000b27305a448540b069450ccfba889,https://p.scdn.co/mp3-preview/a31372dcd8cd374c43df3e229272f73032a43cec?cid=774b29d4f13844c495f206cafdad9c86,11A,0,11,12,A,12A,
spotify:track:2nejEeai3PQKiS7q11v0mq,LANDR,Let Her Go,41,44,0.712,0.803,-7.206,0.0276,0.00537,9.81E-05,0.307,0.308,120.018,4,201005,tiktok,12/25/2020,https://i.scdn.co/image/ab67616d0000b273a57ce37d5203ef2f1c5005f1,https://p.scdn.co/mp3-preview/989e3387414307239b4668e07104914bff7144a4?cid=774b29d4f13844c495f206cafdad9c86,7B,1,7,8,B,8B,
spotify:track:1Cv1YLb4q0RzL6pybtaMLo,Surfaces,Sunday Best,71,77,0.878,0.525,-6.832,0.0578,0.183,0,0.0714,0.694,112.022,4,158571,tiktok,1/6/2019,https://i.scdn.co/image/ab67616d0000b2733667dc27da7b24360d6050d0,https://p.scdn.co/mp3-preview/985b0520becd124b35decd2ca09a91badec1c053?cid=774b29d4f13844c495f206cafdad9c86,5B,1,5,6,B,6B,
spotify:track:4jK8BJWT0DBwTGZeVuhMpI,Dame Dame,DÁKITI,48,47,0.726,0.815,-5.092,0.101,0.206,0,0.631,0.627,121.975,4,147367,tiktok,3/5/2021,https://i.scdn.co/image/ab67616d0000b273e434bd89bc2fc877fc6141f4,https://p.scdn.co/mp3-preview/a828b4cb8ae53c1be013f2aa35a9388c6d8001d3?cid=774b29d4f13844c495f206cafdad9c86,4A,0,4,5,A,5A,
spotify:track:3Dv1eDb0MEgF93GpLXlucZ,Doja Cat,Say So,88,80,0.787,0.673,-4.583,0.159,0.264,3.35E-06,0.0904,0.779,110.962,4,237893,tiktok,11/7/2019,https://i.scdn.co/image/ab67616d0000b27382b243023b937fd579a35533,https://p.scdn.co/mp3-preview/3f681c49542f4a1214b33a065cace7007a307465?cid=774b29d4f13844c495f206cafdad9c86,11A,0,11,12,A,12A,
spotify:track:7szuecWAPwGoV1e5vGu8tl,The Weeknd,In Your Eyes,93,79,0.667,0.719,-5.371,0.0346,0.00285,8.1E-05,0.0736,0.717,100.021,4,237520,tiktok,3/20/2020,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36,https://p.scdn.co/mp3-preview/f13dd2365911a6dbb940acef6c0557ca664e623e?cid=774b29d4f13844c495f206cafdad9c86,7A,0,7,8,A,8A,
spotify:track:26XaOsDMbl0e1cVKYfkz6w,Trevor Daniel,Falling,66,15,0.785,0.431,-8.756,0.0364,0.123,0,0.0887,0.236,127.085,4,159382,tiktok,10/5/2018,https://i.scdn.co/image/ab67616d0000b273f3508855e1fd44d447a3413b,https://p.scdn.co/mp3-preview/d0410646d50ff7e8b90908170597cc7a25bacd65?cid=774b29d4f13844c495f206cafdad9c86,10A,0,10,11,A,11A,
spotify:track:278kl6mLOed2VOSPRJ76lC,Dame Dame,Let It Go,48,38,0.769,0.796,-7.37,0.0564,0.0279,1.97E-06,0.0871,0.681,122.039,4,130286,tiktok,7/9/2021,https://i.scdn.co/image/ab67616d0000b273b82cc45767c715d6b2767a02,https://p.scdn.co/mp3-preview/4a73a4980f1edede3def29572d788d1bde75b8f7?cid=774b29d4f13844c495f206cafdad9c86,8B,1,8,9,B,9B,
spotify:track:7eJMfftS33KTjuF7lTsMCx,Powfu,death bed (coffee for your head),71,82,0.726,0.431,-8.765,0.135,0.731,0,0.696,0.348,144.026,4,173333,tiktok,2/8/2020,https://i.scdn.co/image/ab67616d0000b273bf01fd0986a195d485922167,https://p.scdn.co/mp3-preview/eb52a920dd6fafb07ae1f9e5e60f9279ee854b89?cid=774b29d4f13844c495f206cafdad9c86,8A,0,8,9,A,9A,
spotify:track:5raTDhlbxFDnpn89bxArdH,Lil Uzi Vert,That Way,85,62,0.719,0.611,-5.01,0.0403,0.0582,0,0.155,0.489,129.962,4,212354,tiktok,3/1/2020,https://i.scdn.co/image/ab67616d0000b273d1b3297079c3a3978b4d5fa9,https://p.scdn.co/mp3-preview/066c349ed93c838908a63ee8f26231ed1c784bae?cid=774b29d4f13844c495f206cafdad9c86,7A,0,7,8,A,8A,
spotify:track:5jr6pG3khBcBXZRm8NogSe,Breakbot,Baby I'm Yours,57,69,0.829,0.792,-3.755,0.0668,0.726,5.83E-06,0.122,0.758,118.05,4,215507,tiktok,2/15/2010,https://i.scdn.co/image/ab67616d0000b273d55f44fb47f63f0e7048a5a1,https://p.scdn.co/mp3-preview/de72af64bc6e110332cda21fabd22ef095f2f360?cid=774b29d4f13844c495f206cafdad9c86,2A,0,2,3,A,3A,
spotify:track:6Ozh9Ok6h4Oi1wUSLtBseN,DaBaby,BOP,82,76,0.769,0.787,-3.909,0.367,0.189,0,0.129,0.836,126.77,4,159715,tiktok,9/27/2019,https://i.scdn.co/image/ab67616d0000b273f2b94b2fda4f08836d6371ba,https://p.scdn.co/mp3-preview/5d4c23d53cca56693d0cfa9109057f0706321e4e?cid=774b29d4f13844c495f206cafdad9c86,11B,1,11,12,B,12B,
spotify:track:6gi6y1xwmVszDWkUqab1qw,JACKBOYS,OUT WEST (feat. Young Thug),65,77,0.802,0.591,-4.895,0.225,0.0104,0,0.196,0.309,139.864,4,157712,tiktok,12/27/2019,https://i.scdn.co/image/ab67616d0000b273dfc2f59568272de50a257f2f,https://p.scdn.co/mp3-preview/64167d9dbae2566289e251efb1fe94e6a9c454f8?cid=774b29d4f13844c495f206cafdad9c86,8B,1,8,9,B,9B,
spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,93,18,0.513,0.796,-4.075,0.0629,0.00147,0.000209,0.0938,0.345,171.017,4,201573,tiktok,3/20/2020,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36,https://p.scdn.co/mp3-preview/579494c4709a8cc91687e487566c315dee104f9e?cid=774b29d4f13844c495f206cafdad9c86,1B,1,1,2,B,2B,
spotify:track:6KbgSOYwLLvgyxyMDHA2w8,Martin van Lectro,When the Sun Goes Down,39,37,0.544,0.748,-5.556,0.0865,0.0646,0,0.519,0.391,123.752,4,148999,tiktok,9/25/2021,https://i.scdn.co/image/ab67616d0000b27399149f539ed349600a998bed,https://p.scdn.co/mp3-preview/d113f4ec263d5c303b22997807fe7d4b78425232?cid=774b29d4f13844c495f206cafdad9c86,5B,1,5,6,B,6B,
spotify:track:2alc8VZAzDgdAsL2QMk3hu,DripReport,Skechers,54,0,0.907,0.332,-9.828,0.0836,0.326,0.0168,0.109,0.277,99.998,4,106031,tiktok,1/12/2020,https://i.scdn.co/image/ab67616d0000b273928176cad62d2e7625636c3f,https://p.scdn.co/mp3-preview/4323f15b3efd3c4be99ef0c9e4f04ee0992128e3?cid=774b29d4f13844c495f206cafdad9c86,1B,1,1,2,B,2B,
spotify:track:696DnlkuDOXcMAnKlTgXXK,Arizona Zervas,ROXANNE,66,78,0.621,0.601,-5.616,0.148,0.0522,0,0.46,0.457,116.735,5,163636,tiktok,10/10/2019,https://i.scdn.co/image/ab67616d0000b273069a93617a916760ab88ffea,https://p.scdn.co/mp3-preview/fb038785189bb62741f4be5d5c761291fcac640a?cid=774b29d4f13844c495f206cafdad9c86,6A,0,6,7,A,7A,
spotify:track:7tOcPDj3vyopZ404pY6UuP,Bag Raiders,Shooting Stars,53,0,0.649,0.716,-6.232,0.0445,0.0879,0.03,0.0824,0.503,124.968,4,235813,tiktok,1/1/2009,https://i.scdn.co/image/ab67616d0000b2735112a7bcda53119caff2775a,https://p.scdn.co/mp3-preview/80eb520a7b74d7d9b19b1fa21fb7a9521bc6ca1b?cid=774b29d4f13844c495f206cafdad9c86,11B,1,11,12,B,12B,
spotify:track:2KKijf6Ett4kmVNJze2roh,Blanco Brown,The Git Up,60,3,0.847,0.678,-8.635,0.109,0.0669,0,0.274,0.811,97.984,4,200594,tiktok,10/10/2019,https://i.scdn.co/image/ab67616d0000b27316a4572af63994af2da61dc9,https://p.scdn.co/mp3-preview/a59b55af454925945d00a1cdac8707f115216d82?cid=774b29d4f13844c495f206cafdad9c86,9B,1,9,10,B,10B,
spotify:track:3C2btPFgACikU0IPf5aZ9G,Faruk Orman,Payphone,43,45,0.721,0.707,-7.953,0.224,0.563,6.4E-06,0.338,0.462,125.07,4,128825,tiktok,5/7/2021,https://i.scdn.co/image/ab67616d0000b27332962cb41e1a5537741c3ff2,https://p.scdn.co/mp3-preview/1ad02e3f3024d0c101fcd2aed2a6012abea0c965?cid=774b29d4f13844c495f206cafdad9c86,11B,1,11,12,B,12B,
spotify:track:3HVWdVOQ0ZA45FuZGSfvns,Ed Sheeran,I Don't Care (with Justin Bieber),90,78,0.798,0.675,-5.041,0.0442,0.0912,0,0.0894,0.842,101.956,4,219947,tiktok,5/10/2019,https://i.scdn.co/image/ab67616d0000b27357cc434093fd4b6af7500fd8,https://p.scdn.co/mp3-preview/09c175d9fdcea018621bd9daaab9b136bd15c3e7?cid=774b29d4f13844c495f206cafdad9c86,6B,1,6,7,B,7B,
spotify:track:6jRq8gaZhMUyy5RclRPcAf,blackbear,hot girl bummer,80,5,0.778,0.559,-7.109,0.0776,0.128,0,0.399,0.678,129.989,1,185093,tiktok,8/21/2020,https://i.scdn.co/image/ab67616d0000b273e9b6f26ff354f4d70847f02d,https://p.scdn.co/mp3-preview/76cac6d770918a90ad76978192215a3892d0f3d0?cid=774b29d4f13844c495f206cafdad9c86,6A,0,6,7,A,7A,
spotify:track:6997op11buHVAiqQvjqNHr,CPX,Demons,52,56,0.7,0.848,-5.473,0.217,0.317,0,0.349,0.29,124.056,4,129693,tiktok,5/21/2021,https://i.scdn.co/image/ab67616d0000b273947cdd4e482b341875cbde75,https://p.scdn.co/mp3-preview/74b6b5be2d613787d22ed97aa0857e4dbb13698d?cid=774b29d4f13844c495f206cafdad9c86,8B,1,8,9,B,9B,
spotify:track:6V1bu6o1Yo5ZXnsCJU8Ovk,Maroon 5,Girls Like You (feat. Cardi B) - Cardi B Version,85,74,0.851,0.541,-6.825,0.0505,0.568,0,0.13,0.448,124.959,4,235545,tiktok,6/15/2018,https://i.scdn.co/image/ab67616d0000b273fc4852898bc6ed85b3e3f89c,https://p.scdn.co/mp3-preview/8c996409879ab73ab4d19fd72a3f301819cdf919?cid=774b29d4f13844c495f206cafdad9c86,0B,1,0,1,B,1B,
spotify:track:6FZDfxM3a3UCqtzo5pxSLZ,Halsey,Without Me,83,77,0.752,0.488,-7.05,0.0705,0.297,9.11E-06,0.0936,0.533,136.041,4,201661,tiktok,1/17/2020,https://i.scdn.co/image/ab67616d0000b2737636e1c9e67eaafc9f49aefd,https://p.scdn.co/mp3-preview/401f2dd43e382b45a6ef44a9f0b2d0edfffd9d9c?cid=774b29d4f13844c495f206cafdad9c86,6B,1,6,7,B,7B,
spotify:track:1ZAyjvIk9YiD76yYy0TEG6,Rich The Kid,Plug Walk,67,70,0.876,0.519,-6.531,0.143,0.202,0,0.108,0.158,94.981,4,175230,tiktok,3/30/2018,https://i.scdn.co/image/ab67616d0000b27364353426de6dfe0206f6d1d3,https://p.scdn.co/mp3-preview/3ac3ac79b4101779f9eb7b4ca74d945c96048a68?cid=774b29d4f13844c495f206cafdad9c86,11B,1,11,12,B,12B,
spotify:track:3XG7DC5vgOV1FUmXtH4JFt,Jorm,California Dreaming,42,53,0.717,0.865,-4.126,0.0307,0.0222,0.0012,0.605,0.487,124.048,4,152323,tiktok,6/18/2021,https://i.scdn.co/image/ab67616d0000b2736afc906da2df584b3f1fc232,https://p.scdn.co/mp3-preview/127ce7e36d44991311e39582188875f2579b2dd0?cid=774b29d4f13844c495f206cafdad9c86,1A,0,1,2,A,2A,
spotify:track:4OgwXdylh75fHfwUzJTUqg,Ilkay Sencan,Rockstar,61,69,0.771,0.826,-3.978,0.0604,0.142,0.03,0.145,0.185,100.012,4,212280,tiktok,6/21/2019,https://i.scdn.co/image/ab67616d0000b273a1d56525c3380e5cbda5f48f,https://p.scdn.co/mp3-preview/dd0dfd9f9df4f9bec7bccf7eeb7ed6a11de7869e?cid=774b29d4f13844c495f206cafdad9c86,11B,1,11,12,B,12B,
spotify:track:2xhGZ3WzOa3tir28y7Cb88,Peachy!,Falling for U,57,1,0.516,0.358,-12.018,0.424,0.743,1.3E-06,0.0813,0.397,79.509,4,124000,tiktok,8/14/2017,https://i.scdn.co/image/ab67616d0000b273faa57568c0d25c2c50d3f245,https://p.scdn.co/mp3-preview/1a60cec978beba5710fd8622f22db53653e049de?cid=774b29d4f13844c495f206cafdad9c86,8A,0,8,9,A,9A,
spotify:track:73iGYQcouJ0Sfgb5qKu0M1,Alfons,Lovely,58,45,0.504,0.677,-6.954,0.064,0.316,0.00127,0.268,0.0375,128.078,4,159023,tiktok,1/8/2021,https://i.scdn.co/image/ab67616d0000b273e75e09d35534cd36f8474763,https://p.scdn.co/mp3-preview/3ffc46cfdc9a5e5b32dbffe7b4238fde4572c966?cid=774b29d4f13844c495f206cafdad9c86,4A,0,4,5,A,5A,
spotify:track:6K4t31amVTZDgR3sKmwUJJ,Tame Impala,The Less I Know The Better,78,84,0.64,0.74,-4.083,0.0284,0.0115,0.00678,0.167,0.785,116.879,4,216320,tiktok,7/17/2015,https://i.scdn.co/image/ab67616d0000b2739e1cfc756886ac782e363d79,https://p.scdn.co/mp3-preview/21477d6bae6cd638929a0a13ca64942f43178cef?cid=774b29d4f13844c495f206cafdad9c86,4B,1,4,5,B,5B,
spotify:track:2eAvDnpXP5W0cVtiI0PUxV,Ruth B.,Dandelions,75,90,0.609,0.692,-2.958,0.0259,0.0157,0,0.0864,0.454,116.959,3,233720,tiktok,5/5/2017,https://i.scdn.co/image/ab67616d0000b27397e971f3e53475091dc8d707,https://p.scdn.co/mp3-preview/e46c33f7456afa43a05ced40825ce5aa1ee78f7e?cid=774b29d4f13844c495f206cafdad9c86,1B,1,1,2,B,2B,
spotify:track:3F5CgOj3wFlRv51JsHbxhe,Drake,Jimmy Cooks (feat. 21 Savage),95,92,0.529,0.673,-4.711,0.175,0.000307,2.41E-06,0.093,0.366,165.921,4,218365,tiktok,6/17/2022,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37,https://p.scdn.co/mp3-preview/5feee7c2fed489c933a31ef125aa4ffb5205a457?cid=774b29d4f13844c495f206cafdad9c86,0B,1,0,1,B,1B,
spotify:track:0j3mqDTK4Z6lvrLzFCUUz6,Suki Waterhouse,Good Looking,64,80,0.377,0.558,-9.076,0.0299,0.0789,0.000342,0.125,0.267,149.971,3,214800,tiktok,8/18/2022,https://i.scdn.co/image/ab67616d0000b27343bff43a592efe047d2ab9ff,https://p.scdn.co/mp3-preview/5f32e40b51751a1982467ff4ee104e0f472af456?cid=774b29d4f13844c495f206cafdad9c86,4B,1,4,5,B,5B,
